UserName,ScreenName,Location,TweetAt,OriginalTweet,Sentiment
26252,71204,,25-03-2020,@abcnews ABC News is feeding the hysteria by posting photographs of supermarket looting during London riots for a story on #Coronavirus.  Try being more responsible ABC News.,Negative
19903,64855,"New York, NY",22-03-2020,Lysol Lot 2 Bottles Disinfectant Sanitizer clean &amp; fresh 48oz make 20 Gal Spray https://t.co/x25doIypfC #coronavirus #covid_19 #covid19 https://t.co/wAtnxIHL5Z,Extremely Positive
4076,49028,"Princeton, NJ",16-03-2020,"We'll be tracking the effect of #coronavirus on the #retail industry every step of the way. Read our first #COVID19 blog and stay tuned for updates every Monday, Wednesday, and Friday! https://t.co/QxVKFGS4th #DigitalMarketing",Neutral
12092,57044,,19-03-2020,"If you have netflix in the U.K go watch Spirited Away, you will not regret it! #NetflixParty #lockdownuk #SpiritedAway #coronavirus https://t.co/DUjaNYgeWV",Positive
8014,52966,"Vancouver, British Columbia",18-03-2020,"Virtual council meeting to approve it officially tomorrow, but effective immediately. Gives city tools to manage empty grocery store shelves, deploy emerg resources differently. @cbcnewsbc #coronavirus",Positive
29535,74487,Washington D.C.,01-04-2020,"Sen. Kelly Loeffler sold more stock than known, $18.7 million, including shares in retail stores, while buying into a company making coronavirus protective gear, after she attended a closed door briefing and publicly claimed Dems were overhyping the virus. https://t.co/z6wmVQzcbu https://t.co/HW4Q2iE3Ny",Positive
14828,59780,New York State,20-03-2020,"The Academy is hosting a webinar about telehealth on Thursday, March 26, from 2:00-3:30 PM CT. Follow this link to register today: https://t.co/7TO5fLQOUV 

Log into the website first, before adding the webinar to you ""shopping cart"", as this webinar is free for Academy members.",Positive
22016,66968,DUBAI(U.A.E),23-03-2020,"GOLD:
Gold prices, which contracted by around 10 per cent last week after a short rally, is likely to plummet to $1,300 from its current $1,505 an ounce level in the second quarter as the global economy succumbs to the devastating impact of the Covid-19 pandemic .STAY SAFE -TRADE",Negative
22005,66957,windsor ,23-03-2020,Covid19 robbery gone bad. #covid19 #coronavirus #noschool #kidsathome #TikTok #StayHome #handsanitizer #soap #toiletpaper https://t.co/7jkWYcIjJa,Negative
40622,85574,cyberspace,10-04-2020,Alcohol in Homemade hand sanitizer lowers immunity Part 2 Full Video,Positive
6078,51030,"Faaborg, Denmark",17-03-2020,ÂI understand this is going to be difficult for each personÂ #Denmark PM Mette Frederiksen advises shopping online and if out in nature keep a distance from others. Seniors and those with health challenges need to stay home. #coronavirus,Negative
5711,50663,"London, UK",17-03-2020,Just returned from TescoÂs. I have never seen anything like it. Empty shelves across all aisles. Supermarkets unable to keep up with selfish demand. A pointless visit and proved to be an example of unnecessary social contact. How can anyone self-isolate without food? #coronavirus,Extremely Negative
11614,56566,"Las Vegas, NV",19-03-2020,"@ThinkNotThink2 @TheLaurenChen @MsBlaireWhite It's something about the bioweapons laboratory down the street from the live animal grocery store. The two have nothing to do with each other. One makes bioweapons (covid-19) that escaped, the other sells live",Neutral
20982,65934,,23-03-2020,@jasonrantz @NaveedAJamali About time! I work in non essential retail in Everett and neither the customers nor my employer are taking this seriously. Another retail worker in a neighboring store died a few days ago from covid 19.,Extremely Negative
32275,77227,,04-04-2020,"We're spreading the light to vanquish the darkness. This Sunday, the nation unites for 9 minutes. Light a candle or a diya and show your strength in fighting COVID-19.

#Ratnadeep #Supermarket #9Minutes #COVID_19 #LightACandle  #FlattenTheCurve #hopemed #Togetherness #India https://t.co/Go6lJU2gMQ",Negative
8528,53480,"Scottsdale, AZ",18-03-2020,Scientists:  There is no evidence COVID-19 was engineered. https://t.co/LKOk0jz27o,Negative
24529,69481,"Patna, India",25-03-2020,"It's high time now. 
I (Adv. A K Singh) demand International Law&amp;Regulations related to food choice.
COVID-19
https://t.co/0HvqJekUkL

@PMOIndia @UNHumanRights @WHO @realDonaldTrump @UNOCHA @anjanaomkashyap @sudhirchaudhary @Swamy39",Negative
42737,87689,Kuala Lumpur City,12-04-2020,"Just recently, I've finalised an article about Singaporeans consumer behaviours during Covid-19 period. 

Interestingly, they were looking for items ranging from condoms to booze! 

Thanks for @thrive for sharing the article. https://t.co/0TgLyAKWoe

#StayAtHome",Extremely Positive
20830,65782,Australia,23-03-2020,"#Coronavirus has helped drive Australia's interest to a record low. It was cut to 0.25%, the lowest in history.

Could Australia's interest rate hit negative per cent? What happens in a world of negative interest rates?

More: https://t.co/FsHCDdje1R https://t.co/Mj2DGQtGbv",Extremely Negative
10839,55791,United Kingdom,19-03-2020,Applied to some supermarket stores. Now I'm thinking tomorrow I'm gonna apply to some biotechnology companies. Whether they need help with testing suspected COVID-19 samples or need help with research.,Positive
40638,85590,,10-04-2020,Necessity is the mother of invention... So is the time right for you to think about your direct-to-consumer strategy?https://t.co/OZF10zaPFq,Neutral
39471,84423,"Oakland, CA",09-04-2020,"In a few weeks, Catherine and others will have vital food access via online SNAP purchasing: The 61-year-old lung cancer patient is staying at home per ?@CDCgov?. She has a very high risk of life-threatening illness if exposed to #coronavirus. https://t.co/7O92pA4EBg",Extremely Negative
24150,69102,"Paris, TX, Fayetteville, NC",25-03-2020,Don t fall for this text scam offering sanitizer or medical supplies,Negative
19013,63965,,22-03-2020,"COVID-19, price war send gas to 99 cents at one station https://t.co/MQbmjEDcpo via @Roadshow",Negative
9491,54443,Costa Rica,19-03-2020,@MattGlantz I heard a local politician make a real stupid statement in the grocery store. He said #COVID19 will solve the #USA #Medicare fund shortfall by killing off old people. He actually saw #coronavirus as beneficial as it will save #Social Security ,Positive
18670,63622,Global Citizen,22-03-2020,Sina Dashti infection medicine specialist We have to be prepared to lose friends and family Ukraine Airliner killed Iranian passengers now Disinfectors gloves and masks are not accessible Prices as much as 1 2mil tomans 8000 for a pair of gloves,Negative
23725,68677,"London, England",24-03-2020,"We're gathering real-time to consumer reactions to #covid19. A snippet of what we've already learnt  today: 

81% think the police having the power to fine those not following the new rules will be effective in slowing down the spread of #coronavirus 

Get in touch for more info https://t.co/A1DSExLXmH",Positive
12886,57838,,20-03-2020,s closure of bars and restaurants in a bid to prevent the spread of has caused shellfish prices to drop between 25 and 80 in the country s main fish markets,Negative
35959,80911,?????Neverland?????,07-04-2020,Lmao my job isnÂt even practicing social distancing Â6ftÂ apart. Not only THAT..our Âtime offÂ is three days with no pay.  #coronavirus. Wow. Thanks.  Also union begged the company to put hand sanitizer everywhere. Theyre greedy and inconsiderate . Will sue if I get sick.,Positive
32711,77663,"Montvale, NJ",05-04-2020,Sources in the recycled polyethylene terephthalate (R-PET) marketÂthe most widely recycled plastic across EuropeÂare seeing a shift in consumer behavior due to the #coronavirus pandemic. #beautynews #packaging #recycling https://t.co/wJjESf3Yyq,Neutral
33946,78898,,06-04-2020,"Things our family have been doing during lockdown

?Appreciating the quiet sky
?Hearing more bird song
?Cooking together more
?Checking in on each other more
?Noticing kind deeds others do
?Buying bread from a man who has a home bakery instead of a supermarket

#Covid_19",Extremely Positive
19451,64403,San Francisco area,22-03-2020,"Boxed wines, bidets and more. How countries around the world are coping with #coronavirus. #wine #winetasting #winedrinking #winelover https://t.co/VIqzwYNAWX https://t.co/Xrh0kzgHuC",Neutral
4945,49897,,17-03-2020,"Y'all after this, no one should ever look down on grocery store workers. Also, as stressed as they are, do you think they're enjoying the new sense of job security? #coronavirus #COVID19 #grocerystores",Positive
27262,72214,block 69 flat 5 wuse zone 2 Ab,26-03-2020,"Kafayat Shafau-Ameh has taken to social media to call out market traders.

 The dance queen in a recent post, slammed traders using the coronavirus pandemic to inflate price of food items in the market. https://t.co/SqRT0qK55X https://t.co/fWyt9BGh9b",Neutral
24402,69354,BOTTOM OF WAVE,25-03-2020,"Holy shit, is fiat really collapsing? https://t.co/QzX670VmYo https://t.co/GKMwnXd29E",Extremely Negative
26740,71692,,25-03-2020,Doing a lot of online shopping for someone who has no where to go. #COVID?19 #coronavirus,Negative
39463,84415,"New York, USA",09-04-2020,"#BREAKING Two men licked their hands in a UK supermarket and wiped them over meat, fresh food and fridge handles.

Men arrested. Food had to be destroyed.
#CoronaPandemie #COVID19outbreak #COVID2019",Extremely Negative
14212,59164,"London, England",20-03-2020,"Please Stop - By Me

#COVID19 #Covid_19 #coronavirus #cornoravirusuk #SocialDistanacing #StopHoarding #StayAtHome #StaySafe #PleaseStayHome #PleaseStop https://t.co/KhsufKlZ7J",Neutral
34949,79901,San Diego,06-04-2020,Make sure you and your clients are aware of these #coronavirus scams and know how to avoid them. https://t.co/ls7N3GtsDP,Negative
19160,64112,Iowa,22-03-2020,Pres @realDonaldTrump promised to lower Rx prices &amp; heÂs been a leader in the fight Passing surprise billing/health extenders w/out Rx reform will make keeping that pledge nearly impossible,Negative
16942,61894,"Austin, TX",21-03-2020,"If I get #Covid_19, it will almost certainly be from the level of stupidity of humans at the grocery store on an otherwise calm Saturday morning. 

Thanks for coming to my TED talk. ItÂs now time for a mimosa before I have a panic attack.",Negative
17107,62059,,21-03-2020,Huge loo roll spotted in the wild in a Belgian supermarket Would never be seen in UK at the moment Have bought it as an investment,Positive
20550,65502,Germany,22-03-2020,How beautiful the way to the supermarket can be... the only thing I still get to go out for. Makes you look at things differently. #CoronavirusPandemic #coronavirus #wirbleibenzuhause https://t.co/GmVfiyO1EV,Positive
4060,49012,"New York, NY",16-03-2020,Social distancing to prevent the spread of coronavirus could have devastating effect on people with depression. https://t.co/rlJ1MaaxgI,Extremely Negative
5944,50896,"Los Angeles, CA",17-03-2020,"Take care of your self. Take care of your peers. Wash your hands. Take a shower. Sanitize your hands. Clean your phones. DonÂt touch your face. AND STOP HOARDING TOILET PAPERS, HAND SANITIZERS AND EVERYTHING ELSE AT THE GROCERY STORE! #Covid_19 https://t.co/BYditzwqEn",Extremely Positive
20635,65587,,23-03-2020,Youtube has removed 2 of my videos Even though the outbreak is a hoax the reaction to it all is very real The real concern is if the big rig trucks that supply us all with food essentials stop moving Don t panic just be prepared just in case,Extremely Negative
24218,69170,Super-yacht on St. Barts,25-03-2020,So what does the COVID-19 hit to the real economy means: further spike in auto loan and credit-card delinquencies.  Unpaid rents and salaries. Decline in consumer spending.,Positive
35387,80339,Australia,07-04-2020,COVID 19 Supermarket giants have introduced strict new social distancing limits on how many people are allowed inside stores,Neutral
41172,86124,,10-04-2020,"Decided to wear a handmade mask to go to the grocery store. ""... I'd like to keep it on."" #mask #socialdistancing #adventures #funtimes #cute https://t.co/Kxsc3YkIVs",Positive
29864,74816,"Los Angeles, CA",01-04-2020,"Key question for #Coronavirus: 

Is consumer behavior fundamentally altered after recovery or not?",Neutral
28030,72982,"Washington, DC",26-03-2020,"@HouseCracka #Italy sold their soul to save money on manufacturing high end goods a long time. Quality has gone way down, and prices continue climb for #couture fashion brands. But still, what they are experiencing is #tragic. ?? #coronavirus #COVID2019 #",Positive
23533,68485,"Seattle, WA",24-03-2020,"@RBReich @ewarren @AOC what would happen if we paused/ froze all existing consumer, mortgage, and student loan debt and interest until the COVID-19 pandemic ends ? Is that an option for an economic strategy and if not, why not? Where does it fall apart? #",Positive
22559,67511,Federal Capital Territory,23-03-2020,@jidesanwoolu I suggested that you should pay your staff gross salary by suspending all statutory deductions so that they will have enough to stock home with food stuffs.The earlier the better.COVID-19  would only be curtailed by drastic measures,Negative
27135,72087,"Adelaide, Australia",26-03-2020,"@markbritnell Agreed, in a month itÂs amazing how quickly weÂve spread new &amp; evidence based ways of working in #health. #Telehealth pivot for #GPs in #Oz has been overnight. Worried about how fit-for-purpose is our #clinical #governance, #consumer #",Extremely Positive
15130,60082,"Snodland, Kent",20-03-2020,"@eBay @AmazonUK why are you allowing people to sell baby formula and medicines for hugely inflated prices?!!!! Cap all products related to #cowandgate #aptamil #calpol and show you care, instead of allowing people to profiteer from a crisis!! #sortyourshi",Neutral
24883,69835,"Perth, Western Australia",25-03-2020,Quick comparative analysis of the impact of the COVID 19 crisis on base metal prices and which metal is most likely to over perform when the recovery comes,Extremely Negative
6306,51258,,17-03-2020,@kathyprojo @IanDon @RI_BOE I was thinking of this earlier..I'm hoping we don't tell stories years from now about how during COVID-19 we had to walk 10 miles each way to a supermarket without masks to buy toilet paper.,Positive
23062,68014,,24-03-2020,NEWSBITE Pres puts those hiking prices on the spot to arrest culprits 19,Negative
43942,88894,"Barrie, Ontario",13-04-2020,Not impressed with the $6 internet fee increase @Bell. Not what people need especially not right now. Your prices should be reduced not increased!  #COVID2019 #WFH #nothelpful #bekind #BellCanada,Negative
25926,70878,Over the rainbow in Singapore,25-03-2020,Was at the supermarket today and I didn't think the 1 metre distancing worked well. Many are just queuing the old way.. #COVID19 #coronavirus #singapore,Positive
39167,84119,Yk,09-04-2020,With milk prices plunging to lows dairy cooperatives are dumping the product to curb an oversupply during the lockdown More,Negative
8810,53762,Worldwide,18-03-2020,"This guy is hilarious ????

https://t.co/c7QgmkrmSR

#toiletpapercrisis #covid19UK #StopPanicBuying #Hoarding #coronavirus #panicbuying",Positive
28759,73711,,28-03-2020,"Supermarket #purchaselimits mean people have to shop more often just to get basics like milk, each time with possible exposure to the #coronavirus 

Supermarkets your well-meaning restrictions will end up killing people.

Keep the shelves full instead.

#Coles #Woolworths",Negative
40758,85710,Springfield Illinois USA,10-04-2020,"IllinoisÂ economic recovery after COVID-19 recession depends on government, consumer sentiment, experts say https://t.co/IjftpP1Jvm via @thecentersquare",Negative
35873,80825,"Pierre, SD",07-04-2020,"Even as South Dakota ethanol producers struggle with low prices during the COVID-19 pandemic, developers of the long-disputed Keystone XL Pipeline are getting set to build their $8 billion project that will transport Canadian oil across the state onÂ https://t.co/zOUUfFtFSH",Extremely Negative
42258,87210,North Carolina and Michigan,11-04-2020,"@GOP @SeemaCMS @Surgeon_General It plays 0 role in #coronavirus cure. It plays a significant role in treatment and risk mitigation. 
It is the one thing that I can say is a good thing coming from this. Now we just need to get the prices for telehealth v",Extremely Positive
29725,74677,South Dakota ,01-04-2020,Do you think a widespread outbreak in the will have a long lasting impact on the prices in shops,Neutral
26713,71665,"Accra, Lagos, London",25-03-2020,The companies involved in #Senegal's first oil project will meet to discuss the impact of #Covid-19 on oil prices and the consequent effects on their planned $4.2bn investment. They donÂt see any delay in the 2023 first oil date. https://t.co/BEq8sU4cDW,Negative
8220,53172,"Salt Lake City, UT",18-03-2020,"COVID-19 pandemic ??
Stock up on food ??
Close museum ??
Earthquake ??

Seriously, whatÂs next?!?

#earthquake #COVID19",Negative
5226,50178,"St. Louis, Missouri",17-03-2020,An Illinois supermarket is shut down and more than a dozen people are told to quarantine after a customer with coronavirus entered the store.? https://t.co/Qlno5XcUtc,Neutral
14146,59098,,20-03-2020,As of now will everybody go to the supermarket on your usual day and time Revert to your usual habit and everything will be fine Please remember the sick and elderly So much greed and panic We are at war with an unseen enemy,Extremely Negative
26793,71745,,25-03-2020,@twigliot @DreaVilleneuve @tedbauer2003 @TheComicHunter @biggreenpen @MrLexJay @JimCanto @ideabloke @JoelRRenner @GabrielSurfCat @BrendaMKramer @YEPBusiness @katyb_spencer @joshmccormack @Renoe @bikespoke @nplusg @MattJ_O @plainwildcatfan @johndburger @ho,Neutral
24817,69769,"San Francisco, CA",25-03-2020,"Going on 3rd week, #Toilet one roll $3.00 bleach price has triple. #SanFancisco #CA #GavinNewsom When are we going to get help #USA This is ridiculous. Theres no #accountability #CoronaVirus Constant #pricegouging Stores that never sold #toiletpaper are now selling it high",Negative
30270,75222,,02-04-2020,"Just managed to book a delivery with Sainsburys. I do wonder whether people had panic-booked delivery slots like panic buying food, perhaps with multiple shops - only to cancel later.
* KEEP LOOKING! *
#OnlineDelivery #COVID-19 #Supermarkets #Vulnerable #Groceries #Food",Extremely Negative
24756,69708,"New Castle, DE",25-03-2020,Just saw someone at the grocery store wearing a mask over their mouth but not their nose. ThatÂs not how that works! Just give your masks to the health care professionals who need them and know how to use them! #COVID19 #coronavirus #N95masks #COVIDIOT,Extremely Positive
18792,63744,,22-03-2020,Enough people are not taking this seriously. Many more will perish. But itÂs ok because those fighting for 24 bog rolls in a scrum in the local supermarket are 100% guaranteed not to get infected ? #coronavirus,Positive
42333,87285,"Gwalior, India ",11-04-2020,"Washing your hands regularly with soap is a good practice any day, more so at this time. A sanitizer comes in handy when you cannot wash your hands with water. Stay sanitized, stay safe.
#scindiaschool #scindians #soba #coronavirus #covid19 #StaySafeStayHome #ScindiaAgainstCorona https://t.co/TCJTQEz4qj",Extremely Positive
6529,51481,"Â©2020, Vancouver, Canada",18-03-2020,Empty shelves at the local grocery store. Thank you #CoronaVirus #COVID19 for the panic buying. #Vancouver #Canada #Pandemic https://t.co/BEfZ62c5Yb,Negative
10558,55510,Willmington kent,19-03-2020,In which I say things about supermarket supply chains and the impact of,Neutral
11134,56086,"South West, England",19-03-2020,"[SNEAK PEEK]
HEINZ MEANZ HEIST | Bean &amp; Gone! ?
People need to chill out abit and be a-little less selfish!
Just recreating what I experienced at the supermarket today! ???? Motion drops tomorrow.
#coronavirus #madebystudiojq @STUDIOJQ https://t.co/4xl6T8DpPO",Negative
25836,70788,"Evansville, IN",25-03-2020,"Stop the panicking, people. Act like you have a brain, and we'll survive.

#Pandemic #Poem #plague #poetry #survival #civilization #coronavirus #COVID2019 #COVIDIDIOTS #ChineseWuhanVirus #ChineseInfluenza #toiletpaper #toiletpapercrisis https://t.co/q5vbKS5naX",Negative
32510,77462,"Lebanon, Ohio",05-04-2020,BULLSHIT Just to be clear They are asking citizens to wear face masks when going to the grocery store but are asking nurses NOT to wear a face mask in a 19 ward BULLSHIT,Extremely Negative
35792,80744,canada's east coast,07-04-2020,As increasing unemployment leads to increasing food insecurity it is left to emergency food organizations to keep people fed We need to consider the underlying causes of why people are food insecure and how this can be addressed at a policy level,Extremely Negative
38879,83831,"New York, NY",08-04-2020,A new survey from our colleagues at @unrulyco revealed that consumers are spending a lot more time than before on #ConnectedTV and second-screen devices. | Learn more: https://t.co/el6f1eWCRB https://t.co/aOKezzYME9,Neutral
38722,83674,,08-04-2020,Car Care and Maintenance During Coronavirus - Consumer Reporrts https://t.co/djKiznRoaB,Positive
14152,59104,UK,20-03-2020,Food manufacturers are looking at engaging additional staff across the UK. If you have found yourself laid off contact local food manufacturers who are looking at taking on additional staff during the crisis. Food will be plentiful no need to panic. https://t.co/KvrLOtmAMG,Extremely Negative
33160,78112,Singapore,05-04-2020,"@DawnXianaMoon On the other hand

https://t.co/vs4ebETeWJ",Positive
31847,76799,"Atlanta, Georgia",04-04-2020,"BBB Delivers: COVID-19 Resources for Georgia! 
-Health &amp; Wellness
-Financial Resources
-Consumer Resources

https://t.co/9TRdoSSXFC
#BBBDelivers #StrongerTogether #coronavirus #COVID19 #COVID #StimulusBill
#Atlanta #ATL #Athens",Positive
6421,51373,The Netherlands,17-03-2020,"This is in Australia
Australia has 14.5 Guns per 100 persons
USA has 120.5 Guns per 100 persons

Thanks to the #coronavirus Americans are not just hoarding food and toiletpaper, they're also stockpiling guns &amp; ammo
https://t.co/Mp8uYhuLdN

Think people!

https://t.co/AJ3jwJLdwn",Positive
38753,83705,Delhi,08-04-2020,"@ashishbhasin1 @e4mtweets Thanks for your reply, yes I do agree , I guess Consumer touch points / engagement and mode will change rapidly post Covid-19",Extremely Positive
5600,50552,Auckland,17-03-2020,"To the people who bought 45L of soap and left nothing behind at the supermarket ?, do you realise you need others to wash their hands to keep you away from virus.. #CommonSense #coronavirusnz #Covid_19 #COVID2019",Neutral
29894,74846,,01-04-2020,"Wait. So @lowes KNOWS this is the safest way to operate a store, but they just choose not to? Because it might cost them a tiny bit of money? https://t.co/ZYN0esoeKo",Positive
11380,56332,"Raleigh, NC",19-03-2020,"Tomorrow @PartPurple ventures out to the grocery store. I've been weirdly anxious about what she'll find: fully stocked shelves, or a long line to get in and nothing but wasabi peas left to buy?

Either way I'll feel better knowing what we're facing.",Positive
13180,58132,"St Augustine, FL",20-03-2020,#coronavirus  was unleashed by big oil so we couldn't enjoy these dirt cheap oil prices,Positive
34754,79706,Macau,06-04-2020,"Property agents in the city indicated to Macau News Agency (MNA) that the Covid-19 pandemic has led to rent prices in the city falling by some 10 per cent.

https://t.co/evnK5AxDr0",Negative
11707,56659,USA,19-03-2020,@CAROhallman Not sure that ever in my lifetime would I have thought of going to the grocery store as an act of heroism and bravery! #coronavirus #coveryourcough #AllInThisTogether,Extremely Positive
21503,66455,UR MOMÂZ ,23-03-2020,"WeÂre on lockdown. Except for journeys to KFC, every supermarket, petrol stations, people that canÂt work from home, going out on a run with my family, going to a park, some food places and off licenses. But itÂs a lockdown remember. #COVID?19 #coronavirus",Neutral
14662,59614,,20-03-2020,"First, do not lose your mind. Wars are won and lost in the mind. Fear-mongering produces panic. #KeepCalmAndCarryOn #coronavirus
Tearful nurse urges the public to stop panic buying food https://t.co/yL8GjtT3bz via @MailOnline",Extremely Negative
32855,77807,"London, England",05-04-2020,Stay away from fire after using hand sanitizer. #coronavÃ­rus #covid?19 https://t.co/WYaSpAm3I6,Positive
41490,86442,INDORE (MP),10-04-2020,"Photo of the day! Your purchase helps fight Covid-19!
We are donating 5% of all purchases to WHOÂs Covid-19 Solidarity Response Fund #photo #PhotoOfTheDay #photographyeveryday #Covid_19india #coronavirusinindia #photo #dmart #Superstore 
https://t.co/NrdkCmVegJ",Positive
5084,50036,"Lincoln, Nebraska",17-03-2020,With quarantine in place I m grateful that my house is self sufficient enough that I don t need to go panic buying for food COVID 19 is a wakeup call that we need to start living more sustainably and appreciate the people who produce our food even in these turbulent times,Positive
28000,72952,"Farighistan, Lahore",26-03-2020,Enormity of crisis is gradually dawning on India For many informal sector workers amp their families crisis is already in full swing there is no work amp resources are running out get worse as privileged hoard with abandon amp food prices go north,Extremely Negative
7042,51994,"Hudson Valley, New York",18-03-2020,"Vault Health launches consumer men's health service with $30M Series A, but suspends some in-person visits due to COVID-19 https://t.co/vn0tkUxdSv https://t.co/bQgP18pQPx",Neutral
11065,56017,United Kingdom,19-03-2020,"So done with @monzo , IÂm out buying food because of the Covid-19 , and itÂs telling me how much IÂve just spend on food and stock ups, I donÂt wanna know alright , got enough shit going on, donÂt wanna be told IÂve just spend 20 quid on pregga tests",Negative
11939,56891,Los Angeles,19-03-2020,"Today more than ever companies must take their blinders off and truly develop a 360 view of their consumer base. Trust me when I say that these consumers will remember which companies where there for them in time of need. 

https://t.co/ox7Ly3cnDv",Extremely Positive
5700,50652,,17-03-2020,"Time for ration books?
Am I alone in thinking,that for the sake of those struggling on the money they have coming in.IsnÂt it time to introduce a ration book system to curb panic buying to ensure food &amp; vital supplies are available for all in our society
#Corvid19uk #coronavirus",Negative
22779,67731,Southern California,24-03-2020,Corona Virus Disease Cover of Love Removal Machine by The Cult Watch the full version on YouTube If you took more than you need give your excess away,Extremely Positive
4315,49267,"Calgary, Alberta",16-03-2020,"Take some time to appreciate the unsung heroes of the #coronavirus crisis:

Grocery Store Cashiers.",Positive
6907,51859,"Cairo, Egypt",18-03-2020,Streamline customer flow at your retail store also increase revenue maximize staff productivity and minimize inventory loss using the best point of sale application 19,Extremely Positive
5215,50167,,17-03-2020,"As part of @taxumo's mission to help self-employed professionals &amp; business owners, especially during the enhanced community quarantine + #COVID2019 pandemic's impact, subscription prices have been lowered so you can file taxes easily &amp; more affordably. 

https://t.co/px5L5fo7t2",Positive
44809,89761,"New Delhi, India",14-04-2020,A supply crunch and steeprise in prices of essentials in this Manipur village that mainly houses the Meitei community are hitting the inhabitants hard many of whom have lost their livelihoods,Negative
19650,64602,Haslemere,22-03-2020,"Batch #cooking for the most of the week.

I haven't panic bought, buying little as and when needed and just what we need for a basic meal.

Oh and some chocolate - plenty of that around!

#SundayThoughts 
#coronavirus 
#StopHoarding https://t.co/WNDM8qqXcY",Negative
12824,57776,55 MAJOR U.S. CITIES,20-03-2020,"COVID-19 is Hitting Live Events Hard!
Packages purchased at these special discounted prices will help Afton to continue to support our staff, and continue to keep planing shows for you and our other artists for May, June, &amp; July!",Extremely Positive
4784,49736,"Queens, NY",17-03-2020,Breaking News: Microsoft is closing down its retail stores until further notice due to #coronavirus. Check it out here at OnMSFT. https://t.co/RIAEJJPM5Y,Neutral
29416,74368,"Madrid, Spain",01-04-2020,"How the shopping mall can survive Covid-19? Here 's a short lift of actions to take: attract the most desirable brands, increase online order capacity, rethink home delivery and click &amp; collect - #business #management #tips #retail https://t.co/QN4BNEagbH",Extremely Positive
8841,53793,"The Capital, ken! ",18-03-2020,If your a shopkeeper and are making a killing out of your loyal customers by inflating prices during this crisis. I hope when itÂs over they remember and never enter your premises again! #CoronaVirus #Covid19,Extremely Negative
37099,82051,"Snellville, GA",07-04-2020,PHOTOS: Salvation Army Gwinnett County Corps replenishes food pantry as COVID-19 increases demand - https://t.co/XTQqFd3Tie: https://t.co/PxTpYyz9z6,Negative
44903,89855,"Philadelphia, PA",14-04-2020,"@ldsanty @GovMurphy @EdMorrissey What would you prefer: to be open and be liable for workplace injuries (ie exposure to COVID 19), and have a dying consumer base, or to take a break, sacrifice a few months of growth, and then revive your company?",Extremely Positive
43439,88391,"Punjab, India",13-04-2020,Bridal combo Kryalone combo under rs1500 Follow my page for interesting combo and make up combo also available follow me on Instagram for more such combo in reasonable prices  ,Positive
41722,86674,Proud Jamaican,11-04-2020,"I hav no idea wat is. Happening in the home town of savanna-la-mar. All I kno is wen I go on the rd for essential services I hav 2 b running from people. Especially at the ATM., pharmacy &amp; supermarket. Mayors,councilors, u r the messengers. #covid-19",Negative
35637,80589,,07-04-2020,Syrian Trading shopping centers continue offering food basic products and disinfectants at affordable prices despite the epidemic,Neutral
4365,49317,TaÃ¯wan,16-03-2020,"#COVID19 19 A friend of mine in the US works at a Muji store, and Muji decided to not pay their employees who decided to take a leave during the coronavirus.
Her colleagues launched a petition, if you could help them and sign that would be amazing ?
https://t.co/C25F6BWqtx",Extremely Positive
7855,52807,"Accra, Ghana",18-03-2020,"#Coronavirus (#COVID19) UPDATE: 599 cases in #Africa

??Egypt - 196 (6 dead; 27 recover)
??SouthAfrica - 116
??Algeria - 72 (5 dead)
??Morocco - 49 (2 dead) 
??Senegal - 29 (1 recover)
??Tunisia - 29
??Burkina Faso - 27 (1 dead) 
??Cameroon - 10
??Nigeria - 8 (2 recover)

-THREAD",Extremely Negative
40773,85725,Seattle,10-04-2020,"COVID-19 impact on the mobile subscriptions and revenue market. @OmdiaHQ's David Tett looks at the supply chain shutdowns/restarts, auction delays, and consumer demand. https://t.co/gKHaco7Zz6",Negative
43873,88825,,13-04-2020,Last night i actually dreamed about hand sanitizer and the gulag..  #coronavirus,Positive
12291,57243,,19-03-2020,The year is 2020. You enter a supermarket and acquire toilet paper. You are the new upper class #coronavirus,Neutral
36822,81774,Toronto,07-04-2020,"Minister of Public Services and Procurement Anita Anand:

113,000 L of hand sanitizer to be delivered this month; received 20,000 L in last 24 hours, 10,000 L more this week.

#coronavirus #COVID19 #pandemic #Canada #COVID19Canada #SARSCOV19 #SARSCoV2",Positive
15692,60644,The Ballad Of Me And My Brain,20-03-2020,Just a message from someone who is at breaking point... #CoronaCrisis #COVID19 #FightCOVID19 https://t.co/uJGn2qtn6s,Neutral
23619,68571,,24-03-2020,"Will be putting Âworked in the consumer packaged goods industry during COVID-19 outbreakÂ on my resume after all of this is done. If you know the amount of work that is put into getting food in a store, then you understand what IÂm talking about ?",Neutral
25132,70084,Australia,25-03-2020,"Mosaic Brands $MOZ which owns retail brands Noni B, Rivers &amp; Katies will temporarily suspend trading at its stores as the #coronavirus impacts revenue &amp; store traffic. The store closures will start from Thursday but online operations remain available #ausbiz #retail",Negative
44626,89578,San Diego,13-04-2020,"iLifeMedical is supplying high-quality certified PPE products (COVID-19 Test Kits, N95 Masks, Gloves, Surgical Mask, Goggles, Ventilators and Other Supplies) in large quantities, quickly, and at reasonable prices. Order Now at https://t.co/e60Vx3PNoa #testkits #kn95mask #COVID19 https://t.co/5Cy8y66K8X",Neutral
